Initializing database...
Category Test has 6 images:
ImageDnd: Initialize(): - Initializing Image: 37fd5f5ab2ee126c5dfed696f2195e48
ImageDnd: Initialize(): - Initializing Image: 29e1841864ca6f47a81785a7c6e9fde9
ImageDnd: Initialize(): - Initializing Image: 0ce1953327f6eacc2256c420b733ba1d
ImageDnd: Initialize(): - Initializing Image: a7a868e0e4ab2fe23cc73337705b455a
ImageDnd: Initialize(): - Initializing Image: 8eb7e961c9125a58c48a66681f824ae6
ImageDnd: Initialize(): - Initializing Image: 695a5975e81d277d1427a83627eec338
ImageDnd: Initialize(): - Initializing Image: 85f5158e8209996df809adfbd913f3ff
ImageDnd: Initialize(): - Initializing Image: c2f38ff5814ff6096f21ad4bc616919d
ImageDnd: Initialize(): - Initializing Image: 8e368da8f0018520ba7ed8ea96970824
ImageDnd: Initialize(): - Initializing Image: c6bbfd4ecc8a8af3054fb75c99e5fa8e
ImageDnd: Initialize(): - Initializing Image: 14fe385db0979e3935742490078a6c45
ImageDnd: Initialize(): - Initializing Image: 149f5ffac3944abff9b7c069e376d3f1
ImageDnd: Initialize(): - Initializing Image: 9806ebfe1c63c65fa82e93a217381888
ImageDnd: Initialize(): - Initializing Image: d26d16ac02bb489c69edf950d627e028
ImageDnd: Initialize(): - Initializing Image: 152d39ce9412ce8738909f9ffac40a23
ImageDnd: Initialize(): - Initializing Image: b9a76cbce761b3f461e2755713788a8b
ImageDnd: Initialize(): - Initializing Image: 613f3327d4b11a16dde5848d77500dfa
ImageDnd: Initialize(): - Initializing Image: fb0620fd99c139e569990e6926f044e0
ImageDnd: Initialize(): - Initializing Image: 40a3ded1e725596c35e4208b6627965b
ImageDnd: Initialize(): - Initializing Image: b35a02b923c86de1b59d471ac7710769
ImageDnd: Initialize(): - Initializing Image: c869e1ba419e14e5eb6c033fbef7b097
ImageDnd: Initialize(): - Initializing Image: e0084f2f5acb0fe076a2ff6ee2a9afb1
ImageDnd: Initialize(): - Initializing Image: 5b255454ec216221fbfbcd4da8e81541
ImageDnd: Initialize(): - Initializing Image: cf5ab92ff4c9ede478a0792adde23ed1
ImageDnd: Initialize(): - Initializing Image: 0d8526311de99e1b5c01ef9d5d0a106d
ImageDnd: Initialize(): - Initializing Image: 912e2aca07fc535c85311a2157df7472
ImageDnd: Initialize(): - Initializing Image: 0099adbce81078a37227632295640f0a
ImageDnd: Initialize(): - Initializing Image: e964177019576e2c21b3e2384d9c088f
ImageDnd: Initialize(): - Initializing Image: 40a3ded1e725596c35e4208b6627965b
ImageDnd: Initialize(): - Initializing Image: ba692be41e6fccc4bf5683f23dd4580a
ImageDnd: Initialize(): - Initializing Image: bdee9447f6ad9f56367e5ada1660aaa0
ImageDnd: Initialize(): - Initializing Image: 2581607336c4589eb68abdaa122a2924
ImageDnd: Initialize(): - Initializing Image: 12a35cbb4bf0348417852f4dcbc1b290
ImageDnd: Initialize(): - Initializing Image: 7d1a6bc8abca6bbb1186e5bb878f1f8b
ImageDnd: Initialize(): - Initializing Image: 60dfe98ec64e3f5c5d04c26b732b86f0
ImageDnd: Initialize(): - Initializing Image: 4e094cf6ef733bfa9a11171c88fcedd3
ImageDnd: Initialize(): - Initializing Image: 125f3068c80074c959a01063c12f700c
ImageDnd: Initialize(): - Initializing Image: c5075a0b8bcd9592f458eb7e25af8652
ImageDnd: Initialize(): - Initializing Image: dede34c059a81d8d49a80f5fd5f45283
ImageDnd: Initialize(): - Initializing Image: 8c335bb41d6300f7829edda9f85b6d9e
